concept_uri,preferred_label,description
http://data.europa.eu/esco/skill/020918ef-4b55-47c1-8430-ab7b8f6a7377,Datenbestand migrieren,"Anwenden von Migrations- und Umwandlungsmethoden auf vorhandene Daten, um Daten zwischen Formaten, Speichern oder Computersystemen zu übertragen oder umzuwandeln."
http://data.europa.eu/esco/skill/020b3c27-bae1-4b85-9d6f-eccee0f5ed99,Lieferungen organisieren,"Überwachen und Kontrollieren des Lieferflusses, der den Erwerb, die Lagerung und die Beförderung der Rohstoffe in der erforderlichen Qualität sowie die Bestandsaufnahme umfasst. Steuern der Lieferkettenaktivitäten und Abstimmen des Angebots anhand der Nachfrage auf Produktions- und Kundenseite."
http://data.europa.eu/esco/skill/02137a68-6860-45e8-8e4d-38db467bb8b6,menschliche Faktoren im Bereich Sicherheit,Erwägungen und Auswirkungen auf die Sicherheit des Menschen.
http://data.europa.eu/esco/skill/021cf226-3dac-4712-9738-24bf0952c064,Dachwartungsarbeiten durchführen,"Empfehlen und Ausführen von Wartungs- und Reparaturarbeiten, wie z. B. die Reparatur gebrochener Schindeln, den Austausch von Dachbahnen, die Beseitigung von Schutt und die Absicherung der Regenrinnen.
	"
http://data.europa.eu/esco/skill/0227a4f4-f979-4e5a-bd11-93744f339246,Kocherarten,"Dazu gehören stationäre und rotierende Dampfkocher, die Holzschnitzel in einer Säurelösung kochen, um Zellstoff für die Papierherstellung zu gewinnen."
http://data.europa.eu/esco/skill/022dc430-872a-473a-9cf4-fed4895e58ad,physische Datenbankstruktur definieren,"Angeben der physischen Konfiguration der Datenbankdateien auf einem bestimmten Medium. Hierbei handelt es sich um detaillierte Spezifikationen für die Indizierungsoptionen, Datentypen und Datenelemente in einem Datenkatalog."
http://data.europa.eu/esco/skill/0232e2ee-5535-46e0-9c64-ea80c896c62f,Steine verlegen,"Verlegen von Steinblöcken oder Pflastersteinen, die im Voraus auf die richtige Größe und Dicke zugeschnitten wurden, um Steinmauern und -treppen zu errichten, Gehwege zu verlegen oder Tür- und Fensterrahmen einzupassen."
http://data.europa.eu/esco/skill/0234bf2c-0483-4953-be59-edc2fcdd9e4b,Zirkustakelage montieren,"Aufbauen und Errichten von Zirkustakelage anhand einer Anleitung, technischen Anweisungen oder einer Beschreibung."
http://data.europa.eu/esco/skill/0238dd62-d407-4a87-ae0c-e08cd7b4ea8d,Dokumentation von Bewertungen früherer Lernerfahrungen verwalten,"Vereinbarung der zu bewertenden Kompetenzen. Erstellung des Bewertungsprotokolls und Entwicklung von Vorlagen für die Aufzeichnung der Bewertungsentscheidungen. Erstellung eines Kommunikationsplans. Verteilung einschlägiger Bewertungsunterlagen an Behörden, Kunden oder Kollegen gemäß diesem Plan.
	"
http://data.europa.eu/esco/skill/023e4b09-a193-4c2b-9009-f7dc9326a19b,Mund-und Zahngesundheitsdiagnostik betreiben,"Abfragen von Informationen zum Stand der Mundhygiene, Durchführen einer Untersuchung, Durchführen von bildgebenden Untersuchungen und Analyse der Befunde, um eine Diagnose zu stellen."
http://data.europa.eu/esco/skill/023f4870-b417-4bd2-b0ae-78e61587c79f,Geoinformatik,"Wissenschaftliche Disziplin für das Studium der Erhebung, Speicherung und Verarbeitung geografischer Informationen."
http://data.europa.eu/esco/skill/023faef3-0633-436d-8b91-389c45c1421c,Kontaminationsschutzvorschriften,"Vorschriften über die Exposition gegenüber kontaminierten Materialien oder einem gefährlichen Umfeld, mit denen die Maßnahmen im Zusammenhang mit der Risikobewertung, der Minimierung der weiteren Exposition, der Quarantäne und der Behandlung exponierter Personen geregelt sind."
http://data.europa.eu/esco/skill/024037ca-96a9-4cb8-ba86-2cd5a209c90a,Maltego,"Die Plattform Maltego ist eine forensische Anwendung, bei der Data Mining verwendet wird, um einen Überblick über die Organisationsumgebung zu erhalten, Sicherheitslücken des Systems auf potenziell unbefugten Zugriff zu testen und die Komplexität von Infrastrukturausfällen zu belegen."
http://data.europa.eu/esco/skill/0240c5a8-d8ec-4cd5-948f-4649334c01b8,in Archiven historische Quellen suchen,"Durchsuchen von Archiven, um die für die historische Forschung benötigten Quellen zu ermitteln."
http://data.europa.eu/esco/skill/024910a2-1ee8-4f07-bac6-33b577d9392e,Kampfszenen überwachen,"Vermitteln von Erwartungen und Zielvorgaben, Übermitteln der Kampfsequenzen, der technischen Aspekte der Kampfdisziplin usw. Unterstützen der ausübenden Künstler/Tänzer bei der Verinnerlichung der Kampfsequenzen und -techniken. Beobachten der Künstler/Tänzer in der Praxis, Bereitstellen von Motivation und Unterstützung, damit sie ihr Potenzial vollständig ausschöpfen können. Sensibilisieren der ausübenden Künstler für die damit verbundenen Risiken. Motivieren der ausübenden Künstler, die Kämpfe zu proben."
http://data.europa.eu/esco/skill/0253b09a-7217-43fc-b62f-e6b23ffebac9,Filmskript erstellen,"Erstellen eines Dokuments mit der Bezeichnung „Skript“ oder „Storyboard“, mit allen Informationen über die Figuren und Handlungsorte der Geschichte."
http://data.europa.eu/esco/skill/0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe,Funkgeräte bedienen,"Einrichten und Betreiben von Funkgeräten und -zubehör wie Rundfunkkonsolen, Verstärker und Mikrofone. Verstehen der Grundlagen der Funkersprache und bei Bedarf Erteilen von Anweisungen zur korrekten Bedienung von Funkgeräten."
http://data.europa.eu/esco/skill/02619401-8e21-46e5-8f19-204747fd755d,kontaminiertes Material entfernen,"Entfernen von durch Gefahrstoffe kontaminierten Materialien und Geräten, um die Umgebung vor einer weiteren Kontamination zu schützen und die kontaminierten Materialien zu reinigen oder zu entsorgen."
http://data.europa.eu/esco/skill/026db24f-6972-460b-a784-d34afaf8d498,Lackqualität prüfen,"Kontrollieren der Qualität des Lacks durch Prüfung der Viskosität, Homogenität und anderer Faktoren."
http://data.europa.eu/esco/skill/027f47ba-2435-47dc-9fd3-5f05c6a52e93,Kartonagengrößen,Unterschiedliche Kartonagengrößen in Europa. Diese werden durch einen 4-stelligen Code definiert und von der Europäischen Vereinigung der Wellpappehersteller (FEFCO) spezifiziert. Die Kartonagengrößen sind eher ein Beispiel für komplizierte und besondere Kartondesigns.
http://data.europa.eu/esco/skill/02820870-3b92-480b-8475-8a521563ea3c,Finanzinformationen über die Immobilie sammeln,"Zusammenstellen von Informationen über frühere Transaktionen im Zusammenhang mit der Immobilie, z. B. die Preise, zu denen die Immobilie zuvor verkauft wurde, und die Kosten für Renovierungs- und Reparaturarbeiten, um ein klares Bild vom Wert der Immobilie zu erhalten."
http://data.europa.eu/esco/skill/0295b2a4-fb86-495f-9547-d479532fc4c2,Finanztransaktionen zurückverfolgen,"Beobachten, Verfolgen und Analysieren von Finanztransaktionen, die in Unternehmen oder Banken getätigt werden. Bestimmen der Gültigkeit der Transaktion und Überprüfen verdächtiger oder mit hohem Risiko behafteter Transaktionen, um Misswirtschaft zu vermeiden."
http://data.europa.eu/esco/skill/029e2bb0-6dd8-4600-bb89-ac7480ae8fb0,zu Veranstaltungen zur Qualität von physiotherapeutischen Dienstleistungen beitragen,"Teilnehmen an Aktivitäten zur Förderung der Qualität, insbesondere im Hinblick auf den Erwerb und die Bewertung von Ausrüstung, Ressourcen, sicherem Speicher- und Lieferantenmanagement."
http://data.europa.eu/esco/skill/02a78cf3-8b31-4911-bcad-c989a1b7ff40,Radiatoren installieren,"Installieren von Wärmeaustauscher, die die Umgebung mithilfe von Wärmeenergie kühlen oder aufheizen. Anschließen der Leitungen an das Zentralheizungssystem."
http://data.europa.eu/esco/skill/02ae2a55-4b7c-41d2-86ec-9a2a38b73fe6,Beratung zu Pflegeprodukten für Haustiere leisten,"Bereitstellen von Beratungsleistungen zu grundlegenden Pflegeprodukten wie Nahrungsergänzungen und Vitaminen, die bei verschiedenen Arten von Haustieren verabreicht werden können.
	"
http://data.europa.eu/esco/skill/02b6350e-433a-42b1-b620-92fc53b9a14d,Fernerkundungsanlagen bedienen,"Einrichten und Bedienen von Fernerkundungsanlagen wie Radaranlagen, Teleskope und Luftbildkameras, um Informationen über die Erdoberfläche und die Erdatmosphäre zu erhalten."
http://data.europa.eu/esco/skill/02bbd0fb-b108-49a8-9c48-5b0c447d3fdf,Treppensteigung und Treppenlauf berechnen,"Berechnen der geeigneten Maße für die Steigung und den Lauf jeder Treppe unter Berücksichtigung der Gesamthöhe und der Tiefe der Treppenstufen, der Bodenbeläge und der verschiedenen Treppenabmessungen, die eine komfortable Benutzung ermöglichen."
http://data.europa.eu/esco/skill/02bf9522-bd6e-4482-be03-1827483be21a,Erste Hilfe für Tiere,"Notfallbehandlung für Tiere, einschließlich der Grundsätze und Ziele der Erste-Hilfe-Behandlung von Tieren."
http://data.europa.eu/esco/skill/02c1a369-f1e7-4f8e-8882-d7ded57f9cf4,sich in Outdoor-Gruppen einfühlen,"Ermitteln der Outdoor-Aktivitäten, die auf der Grundlage der Bedürfnisse der Gruppe zulässig oder geeignet sind."
http://data.europa.eu/esco/skill/02c462b7-b93b-44a7-ba3a-9d3b7a163f51,Hintergrundinformationen zu Nachrichten zur Verfügung stellen,"Bereitstellen eines wesentlichen Kontexts für die Berichterstattung in nationalen oder internationalen Nachrichten, um die Situation näher zu erläutern."
http://data.europa.eu/esco/skill/02c71cde-f513-43da-8952-0974763c7568,Schaltpläne,"Lesen und verstehen von Schaltplänen, aus denen die Verbindungen zwischen Geräten hervorgehen, z. B. Strom und Signalverbindungen."
http://data.europa.eu/esco/skill/02c7caf4-4e8b-4745-8917-dbbd3af17c28,künstlerische Produktionen ausarbeiten,"Erfassen und Dokumentieren einer künstlerischen Produktion in allen Phasen direkt nach der Vorführung, sodass sie wiedergegeben werden kann und alle relevanten Informationen weiterhin zugänglich sind."
http://data.europa.eu/esco/skill/02d5c52b-e7f9-4d8c-adc2-d0332f49535b,Passagier-Serviceeinheiten einbauen,Installieren von Passagier-Serviceeinheiten in der Decke eines Luftfahrzeugs mithilfe von Hand- und Elektrowerkzeugen.
http://data.europa.eu/esco/skill/02d68c2b-1722-4440-8e25-376650e123c8,geschriebenes Koreanisch verstehen,Lesen und Verstehen schriftlicher Texte in koreanischer Sprache.
http://data.europa.eu/esco/skill/02e0b3e9-c9e0-4063-983b-b5a7697e0f78,Aufzeichnungen über Feststellungen bei Brückenprüfungen führen,"Aufzeichnen der Ergebnisse der Brückenuntersuchungen und Übermitteln an die zuständigen Behörden.
   "
http://data.europa.eu/esco/skill/02e1ca57-0715-438b-886d-f0f938ac3efc,Sandstrahlmaschinenteile,"Verschiedene Teile eines Typs von Sandstrahlmaschinen, ihre Eigenschaften und Einsatzmöglichkeiten, wie Pedal, Strahldüse, Staubabscheider, Filter und Schleifmittel."
http://data.europa.eu/esco/skill/02e22093-3436-46a8-8dc5-b041bc4800cc,Modelle erstellen,"Erstellen von Skizzen zur Schaffung dreidimensionaler Modelle und Modelle in anderen Medien zur Vorbereitung eines Kunstwerks.
   "
http://data.europa.eu/esco/skill/02e235f4-a30a-412a-a06e-1c471ad28678,Verfahren zur Kontrolle von gefährlichen Stoffen im Rahmen der Gesundheitsvorschriften befolgen,"Einhalten der Verfahren zur Kontrolle von gefährlichen Stoffen im Rahmen der Gesundheitsvorschriften für Tätigkeiten, bei denen gefährliche Stoffe wie Bakterien, Allergene, Altöl, Lacke oder Bremsflüssigkeiten zum Einsatz kommen, die zu einer Erkrankung oder Verletzung führe können.
	"
http://data.europa.eu/esco/skill/02eeea19-76db-4d19-bb8b-a649c0fbe796,visuellen Eindruck von Auslagen beurteilen,Auswerten der Rückmeldungen von Kunden und Mitarbeitern bezüglich des visuellen Eindrucks von Auslagen und Vitrinen; bei Bedarf Vornehmen von Änderungen.
http://data.europa.eu/esco/skill/02f115d8-9e14-499c-97c1-f9eac282edc5,Gläser zum Servieren auswählen,Auswählen geeigneter Gläser zum Servieren von Getränken und Überprüfen der Qualität und Sauberkeit der Gläser.
http://data.europa.eu/esco/skill/03006fd3-254f-44bc-aa8f-dfe1c727463e,Herz-Kreislauf-System,"Herz-Kreislauf-System einschließlich der Anatomie, der Physiologie und der Pathophysiologie Kreislaufsystems im gesunden und kranken Zustand."
http://data.europa.eu/esco/skill/0302f93a-0d38-4c00-bc37-eda17b6316ea,Biosicherheit im Zusammenhang mit Tieren,"Bewusstsein für Hygiene- und Biosicherheitsmaßnahmen bei der Arbeit mit Tieren, einschließlich Ursachen, Übertragung und Verhütung von Krankheiten sowie Einsatz von Strategien, Materialien und Geräten."
http://data.europa.eu/esco/skill/030de41b-bb8b-4e4b-859c-9afd4c17605b,Information zu Verschreibungen überprüfen,"Überprüfen der Informationen auf Verschreibungen von Patienten oder Arztpraxen, um sicherzustellen, dass sie vollständig und korrekt sind."
http://data.europa.eu/esco/skill/03134e63-81eb-439a-b6eb-7de49ae01bbd,Verantwortung für die Wahrung einer sicheren Umgebung auf dem Schiff übernehmen,Gewährleisten der Sicherheit der Besatzung und der Passagiere an Bord.
http://data.europa.eu/esco/skill/031bfd8d-af80-4606-b4bb-6de4d5da6249,Hygienepraktiken in der Fischerei einhalten,Einhalten der einschlägigen Vorschriften und Verfahren für die hygienisch einwandfreie Ausführung fischereibezogener Aufgaben und Zuständigkeiten in der Fischerei.
http://data.europa.eu/esco/skill/03227978-f839-4cc8-88a6-0a3c44d2c776,Arbeit an der Konstruktionsplanung beaufsichtigen,Überwachen der laufenden Arbeiten in der Planungsphase und vor Ort.
http://data.europa.eu/esco/skill/032867c3-3c53-42ad-aabe-030eeb6292ab,Bäume vermessen,Vornehmen aller relevanten Messungen an einem Baum: Feststellen der Höhe mithilfe eines Neigungswinkelmessers sowie des Umfangs mithilfe eines Maßbands und Schätzen der Wachstumsrate mittels Zuwachsbohrer und Rindenstärkenmesser.
http://data.europa.eu/esco/skill/0329ab41-3212-4e4f-8112-9e9ff5217f7b,Dauben biegen,"Anwenden verschiedener Techniken, um Holzbretter in die gewünschte Biegung zu bringen, z. B. durch Weichmachen des Holzes in einer Dampfkiste und allmähliches Ersetzen der Reifen durch stärkere Reifen."
http://data.europa.eu/esco/skill/032a4ab8-1034-4541-8037-b2cdcc7fd19a,Musik für die Aufführung auswählen,"Auswählen von Musikstücken für eine Live-Aufführung. Berücksichtigen verschiedener Faktoren wie die Fähigkeiten des Ensembles, die Verfügbarkeit der entsprechenden Notation und das Erfordernis musikalischer Vielfalt."
http://data.europa.eu/esco/skill/032b0bed-22b1-456b-8009-91e6b838fe45,geologische Kartografie,"Technik zur Erstellung von Karten, aus denen die geologischen Gegebenheiten und Gesteinsschichten eines Bereichs deutlich hervorgehen, die für Bergbauprojekte und geologische Erkundungen von Nutzen sein können."
http://data.europa.eu/esco/skill/03305638-bd08-410a-a960-f963ad89cce6,Elektronenstrahlschweißanlage pflegen,"Pflegen einer Metallbearbeitungsmaschine, die so konstruiert ist, dass sie mithilfe eines Elektronenstrahls mit einer konzentrierten Wärmequelle Metallteile miteinander verbindet; Überwachen und Bedienen dieser Maschine gemäß den Vorschriften."
http://data.europa.eu/esco/skill/0332f526-6dc0-4f09-8a7c-2b9473c50736,Zugänglichkeit der Infrastruktur gewährleisten,"Konsultation von Planern, Bauunternehmern und Menschen mit Behinderungen, um zu ermitteln, wie die Infrastruktur am besten zugänglich gemacht werden kann.
	"
http://data.europa.eu/esco/skill/03353964-657a-4737-9afc-1ca9ec04195b,Tischgedecke prüfen,"Überprüfen der Tischgedecke (einschließlich Besteck und Gläsern), um sicherzustellen, dass der Tisch korrekt eingedeckt ist."
http://data.europa.eu/esco/skill/0337c577-f837-4518-9263-b753c24f3a21,ein Auto mit automatischem Getriebe fahren,Sicheres Führen eines Fahrzeugs mit einem Automatikgetriebe gemäß den Vorschriften.
http://data.europa.eu/esco/skill/033d6175-fa43-4d75-8e2c-6df348ffa0c8,Infusionen vorbereiten,Zugabe abgemessener Medikamentendosen oder Nährstoffe zu intravenösen Lösungen unter der Aufsicht eines Apothekers zur Herstellung von Infusionen unter sterilen Bedingungen.
http://data.europa.eu/esco/skill/03459358-3f0f-4b13-a143-890e2da798d3,elektronische Geräte konfigurieren,"Sicherstellen, dass elektronische Geräte ordnungsgemäß eingerichtet sind."
http://data.europa.eu/esco/skill/034c29fa-c3ba-45ea-b8f3-bf8e3705e386,Erlang,"Techniken und Grundsätze der Softwareentwicklung, wie Analyse, Algorithmen, Programmierung, Tests und Zusammenstellung von Programmparadigmen in Erlang."
http://data.europa.eu/esco/skill/03500955-88a6-4c3d-a8c0-7594409dcff0,spezielle Notfallausrüstung bedienen,"Ordnungsgemäßes Verwenden von Notfallausrüstung, wie externe Defibrillatoren, Beatmungsbeutel mit Masken, Splintschienen und Tropfinfusionen, bei professionellen Lebensrettungsmaßnahmen, erforderlichenfalls Erstellen von Elektrokardiogrammen."
http://data.europa.eu/esco/skill/03520ff5-9e68-434b-91fa-3ced9c085159,Verkaufsfläche planen,"Wirksames Verteilen von Einzelhandelsflächen, die bestimmten Kategorien zugeteilt sind."
http://data.europa.eu/esco/skill/03589d0d-a6f0-4d68-b5eb-dafbc6833efe,Broschüren verfassen,"Erstellen von Flyern, z. B. mit Stellenangeboten, um Leute einzustellen, oder Werbeflyer zur Unterstützung von Werbekampagnen."
http://data.europa.eu/esco/skill/03598f35-15f1-41fa-bd8a-313e74523307,Goldschmiedewerkzeuge verwenden,"Bearbeiten, Modifizieren oder Reparieren von Goldschmiedeausrüstung Spann- und Befestigungsvorrichtungen sowie Handwerkzeuge wie Schaber, Sägen, Meißel und Fräsen."
http://data.europa.eu/esco/skill/0359f76c-3ef3-4e52-abcf-1b2b32ed20a5,Weine kosten,"Kosten von Weinen zur sensorischen Prüfung und Bewertung von Wein, zur Kontrolle des Aussehens und zur Bewertung bestimmter Merkmale wie das Aroma im Glas, die Geschmacksnuancen im Mund und der Nachgeschmack im Abgang."
